id,pet_type,scheme,factor,option,rate,limit
15682,dog,gold,dog_breed,african crested dog,1.5238,4000.0
15683,dog,gold,dog_breed,african hairless,2.2306,4000.0
15684,dog,gold,dog_breed,airedale terrier,1.3670241039551625,4000.0
15685,dog,gold,dog_breed,akita,2.0801526074691297,4000.0
15686,dog,gold,dog_breed,alaskan malamute,1.913415918599878,4000.0
15687,dog,gold,dog_breed,american bandogge mastiff,999.0,4000.0
15688,dog,gold,dog_breed,american bulldog,2.5980431643167847,4000.0
15689,dog,gold,dog_breed,american cocker spaniel,1.2,4000.0
15690,dog,gold,dog_breed,american mancon,999.0,4000.0
15691,dog,gold,dog_breed,american pit bull terrier,999.0,4000.0
15692,dog,gold,dog_breed,american staffordshire bull terrier,2.0531875,4000.0
15693,dog,gold,dog_breed,american water spaniel,1.2,4000.0
15694,dog,gold,dog_breed,anatolian shepherd dog,1.81735,4000.0
15695,dog,gold,dog_breed,argentinian mastiff / dogo argentinino,999.0,4000.0
15696,dog,gold,dog_breed,australian cattle dog,1.6567999999999998,4000.0
15697,dog,gold,dog_breed,australian dingo,999.0,4000.0
15698,dog,gold,dog_breed,australian kelpie,1.1124242159269018,4000.0
15699,dog,gold,dog_breed,australian shepherd,1.57415,4000.0
15700,dog,gold,dog_breed,australian silky terrier,1.0507,4000.0
15701,dog,gold,dog_breed,australian terrier,1.154,4000.0
15702,dog,gold,dog_breed,azawakh,1.6397,4000.0
15703,dog,gold,dog_breed,basenji,1.2059621867616925,4000.0
15704,dog,gold,dog_breed,basset bleu de gascogne,1.6634499999999999,4000.0
15705,dog,gold,dog_breed,basset fauve de bretagne,1.4162447449448619,4000.0
15706,dog,gold,dog_breed,basset griffon vendeen (grand),1.4991,4000.0
15707,dog,gold,dog_breed,basset griffon vendeen (petit),1.51905,4000.0
15708,dog,gold,dog_breed,basset hound,1.708401118198133,4000.0
15709,dog,gold,dog_breed,bavarian mountain hound,2.04155,4000.0
15710,dog,gold,dog_breed,beagle,1.3138246875000001,4000.0
15711,dog,gold,dog_breed,bearded collie,1.1003983943885245,4000.0
15712,dog,gold,dog_breed,beauceron,2.10805,4000.0
15713,dog,gold,dog_breed,bedlington terrier,0.8923409603880896,4000.0
15714,dog,gold,dog_breed,belgian shepherd dog,1.1529914635859553,4000.0
15715,dog,gold,dog_breed,belgian shepherd dog (groenendael),1.198275,4000.0
15716,dog,gold,dog_breed,belgian shepherd dog (laekenois),1.2347862065537045,4000.0
15717,dog,gold,dog_breed,belgian shepherd dog (malinois),1.1826750000000001,4000.0
15718,dog,gold,dog_breed,belgian shepherd dog (tervueren),1.1865750000000002,4000.0
15719,dog,gold,dog_breed,bergamasco,1.4487499999999998,4000.0
15720,dog,gold,dog_breed,bernese mountain dog,2.7923312097221213,4000.0
15721,dog,gold,dog_breed,bichon frise,1.137,4000.0
15722,dog,gold,dog_breed,black and tan english toy terrier,1.0409541240979383,4000.0
15723,dog,gold,dog_breed,bloodhound,2.643,4000.0
15724,dog,gold,dog_breed,boar hounds,2.607,4000.0
15725,dog,gold,dog_breed,boerboel,6.4125,4000.0
15726,dog,gold,dog_breed,bolognese,1.1523680333168818,4000.0
15727,dog,gold,dog_breed,border collie,0.8548028749999999,4000.0
15728,dog,gold,dog_breed,border terrier,0.9296700000000001,4000.0
15729,dog,gold,dog_breed,borzoi,1.8106999999999998,4000.0
15730,dog,gold,dog_breed,boston terrier,0.899,4000.0
15731,dog,gold,dog_breed,bouvier des flandres,1.6004707639278806,4000.0
15732,dog,gold,dog_breed,boxer,2.462629160430045,4000.0
15733,dog,gold,dog_breed,bracco italiano,2.0406,4000.0
15734,dog,gold,dog_breed,briard,1.62355,4000.0
15735,dog,gold,dog_breed,brittany spaniel,1.109,4000.0
15736,dog,gold,dog_breed,broken haired terrier,999.0,4000.0
15737,dog,gold,dog_breed,bull terrier,1.8570600000000002,4000.0
15738,dog,gold,dog_breed,bulldog,2.4786671440494983,4000.0
15739,dog,gold,dog_breed,bulldog (toy),2.43105,4000.0
15740,dog,gold,dog_breed,bullmastiff,3.2347499999999996,4000.0
15741,dog,gold,dog_breed,cairn terrier,1.0412000000000001,4000.0
15742,dog,gold,dog_breed,canaan dog,1.181,4000.0
15743,dog,gold,dog_breed,canadian eskimo dog,2.7055999999999996,4000.0
15744,dog,gold,dog_breed,canadian inuit,999.0,4000.0
15745,dog,gold,dog_breed,canary dog (pero de pressa canarios),999.0,4000.0
15746,dog,gold,dog_breed,cane corsos,999.0,4000.0
15747,dog,gold,dog_breed,catalan sheepdog,2.66855,4000.0
15748,dog,gold,dog_breed,cavalier king charles spaniel,1.2,4000.0
15749,dog,gold,dog_breed,central asian shepherd dog,999.0,4000.0
15750,dog,gold,dog_breed,cesky terrier,1.41075,4000.0
15751,dog,gold,dog_breed,chesapeake bay retriever,1.0725006857629737,4000.0
15752,dog,gold,dog_breed,chihuahua (long coat),1.05025462057908,4000.0
15753,dog,gold,dog_breed,chihuahua (smooth coat),0.9113034811195103,4000.0
15754,dog,gold,dog_breed,chinese crested,1.2478819892895243,4000.0
15755,dog,gold,dog_breed,chow chow,2.6041693847927276,4000.0
15756,dog,gold,dog_breed,cirneco dell'etna,1.8524999999999998,4000.0
15757,dog,gold,dog_breed,clumber spaniel,1.2,4000.0
15758,dog,gold,dog_breed,cocker spaniel,0.8013435279954393,4000.0
15759,dog,gold,dog_breed,cockerpoo,0.8,4000.0
15760,dog,gold,dog_breed,collie (rough),1.138208079101862,4000.0
15761,dog,gold,dog_breed,collie (smooth),1.2975315636183837,4000.0
15762,dog,gold,dog_breed,continental landseer,2.5878,4000.0
15763,dog,gold,dog_breed,coonhound,2.203233938769233,4000.0
15764,dog,gold,dog_breed,corgi,1.1779535321434944,4000.0
15765,dog,gold,dog_breed,coton de tulear,1.142,4000.0
15766,dog,gold,dog_breed,curly coated retriever,1.0725006857629737,4000.0
15767,dog,gold,dog_breed,czechoslovakian wolfdog,999.0,4000.0
15768,dog,gold,dog_breed,dachsbracke,2.357,4000.0
15769,dog,gold,dog_breed,dachshund,1.327329440556294,4000.0
15770,dog,gold,dog_breed,dachshund (long-haired),1.3486883643218586,4000.0
15771,dog,gold,dog_breed,dachshund (smooth-haired),1.3614683698141363,4000.0
15772,dog,gold,dog_breed,dachshund (wire-haired),1.3614683698141363,4000.0
15773,dog,gold,dog_breed,dalmatian,1.681841341992,4000.0
15774,dog,gold,dog_breed,dandie dinmont terrier,1.032346046772335,4000.0
15775,dog,gold,dog_breed,deerhound,2.7151,4000.0
15776,dog,gold,dog_breed,dobermann,2.2473874499999997,4000.0
15777,dog,gold,dog_breed,dogue brasileros,999.0,4000.0
15778,dog,gold,dog_breed,dogue de bordeaux,3.1452573495,4000.0
15779,dog,gold,dog_breed,drentse partridge dog,1.64255,4000.0
15780,dog,gold,dog_breed,elkhound,1.2948,4000.0
15781,dog,gold,dog_breed,english bull terrier,1.7416233016877933,4000.0
15782,dog,gold,dog_breed,english pointer,1.3983999999999999,4000.0
15783,dog,gold,dog_breed,english setter,1.6329783505474584,4000.0
15784,dog,gold,dog_breed,english springer spaniel,1.2,4000.0
15785,dog,gold,dog_breed,english toy terrier (black and tan),1.0409541240979383,4000.0
15786,dog,gold,dog_breed,entlebucher mountain dog,1.64065,4000.0
15787,dog,gold,dog_breed,eskimo dog,2.6476499999999996,4000.0
15788,dog,gold,dog_breed,estrela mountain dog,2.5745,4000.0
15789,dog,gold,dog_breed,eurasier - wto,1.8201999999999998,4000.0
15790,dog,gold,dog_breed,felland terrier,2.36835,4000.0
15791,dog,gold,dog_breed,field spaniel,1.2,4000.0
15792,dog,gold,dog_breed,fila brasileiro,999.0,4000.0
15793,dog,gold,dog_breed,finnish lapphund,1.226,4000.0
15794,dog,gold,dog_breed,finnish spitz,0.979,4000.0
15795,dog,gold,dog_breed,flat coated retriever,1.0725006857629737,4000.0
15796,dog,gold,dog_breed,fox terrier,0.9,4000.0
15797,dog,gold,dog_breed,fox terrier (smooth),0.9,4000.0
15798,dog,gold,dog_breed,fox terrier (wire),0.9,4000.0
15799,dog,gold,dog_breed,foxhound,1.57795,4000.0
15800,dog,gold,dog_breed,french bulldog,2.269449137239946,4000.0
15801,dog,gold,dog_breed,french mastiff,3.3107499999999996,4000.0
15802,dog,gold,dog_breed,gascoigne,1.6966999999999999,4000.0
15803,dog,gold,dog_breed,german klein spitz,1.0770742601812606,4000.0
15804,dog,gold,dog_breed,german longhaired pointer,1.3540214153564647,4000.0
15805,dog,gold,dog_breed,german mittel spitz,1.0860760946542978,4000.0
15806,dog,gold,dog_breed,german pinscher,1.1840548594342868,4000.0
15807,dog,gold,dog_breed,german pointer,1.3309499999999999,4000.0
15808,dog,gold,dog_breed,german shepherd (alsatian),1.2787000867287428,4000.0
15809,dog,gold,dog_breed,german shorthaired pointer,1.38415,4000.0
15810,dog,gold,dog_breed,german spitz,1.1723925985078263,4000.0
15811,dog,gold,dog_breed,german wire haired pointer,1.354444100113198,4000.0
15812,dog,gold,dog_breed,giant schnauzer,2.133740301440864,4000.0
15813,dog,gold,dog_breed,glen of imaal terrier,0.9841942016796132,4000.0
15814,dog,gold,dog_breed,golden retriever,1.0725006857629737,4000.0
15815,dog,gold,dog_breed,gordon setter,1.5990967525261575,4000.0
15816,dog,gold,dog_breed,grand bleu de gascogne,1.4117,4000.0
15817,dog,gold,dog_breed,great dane,3.2768017499999993,4000.0
15818,dog,gold,dog_breed,greater swiss mountain dog,3.313156518466765,4000.0
15819,dog,gold,dog_breed,greenland dog,2.071,4000.0
15820,dog,gold,dog_breed,greyhound,1.8104624999999999,4000.0
15821,dog,gold,dog_breed,griffon (rough haired),1.1748113566590999,4000.0
15822,dog,gold,dog_breed,griffon bruxellois,1.04434,4000.0
15823,dog,gold,dog_breed,groenendael (belgium shepherd),1.1875499999999999,4000.0
15824,dog,gold,dog_breed,gundog group,999.0,4000.0
15825,dog,gold,dog_breed,halden hound,1.6663,4000.0
15826,dog,gold,dog_breed,hamiltonstovare,1.497928674618909,4000.0
15827,dog,gold,dog_breed,harrier,1.5988499999999999,4000.0
15828,dog,gold,dog_breed,havanese,0.9072499999999999,4000.0
15829,dog,gold,dog_breed,hovawart,1.4516,4000.0
15830,dog,gold,dog_breed,hungarian kuvasz,1.8866999999999998,4000.0
15831,dog,gold,dog_breed,hungarian puli,1.273,4000.0
15832,dog,gold,dog_breed,hungarian vizsla,1.3775,4000.0
15833,dog,gold,dog_breed,hungarian wire haired vizsla,1.4335499999999999,4000.0
15834,dog,gold,dog_breed,husky,2.0126689580921218,4000.0
15835,dog,gold,dog_breed,ibizan hound,1.2652665817681616,4000.0
15836,dog,gold,dog_breed,icelandic sheepdog,1.328925,4000.0
15837,dog,gold,dog_breed,inuit,3.0618499999999997,4000.0
15838,dog,gold,dog_breed,irish red and white setter,1.5754538179861153,4000.0
15839,dog,gold,dog_breed,irish setter,1.9227587454764776,4000.0
15840,dog,gold,dog_breed,irish staffordshire bull terrier,999.0,4000.0
15841,dog,gold,dog_breed,irish terrier,1.1794192176757874,4000.0
15842,dog,gold,dog_breed,irish water spaniel,1.2,4000.0
15843,dog,gold,dog_breed,irish wolfhound,3.1235999999999997,4000.0
15844,dog,gold,dog_breed,italian greyhound,1.2070309159465107,4000.0
15845,dog,gold,dog_breed,italian spinone,1.80025,4000.0
15846,dog,gold,dog_breed,jack russell,0.6532199999999999,4000.0
15847,dog,gold,dog_breed,japanese akita,2.099803980203178,4000.0
15848,dog,gold,dog_breed,japanese chin,1.4017998487525902,4000.0
15849,dog,gold,dog_breed,japanese shiba inu,1.206995968052515,4000.0
15850,dog,gold,dog_breed,japanese spaniel,1.2,4000.0
15851,dog,gold,dog_breed,japanese spitz,1.0854671425250944,4000.0
15852,dog,gold,dog_breed,japanese tosa / tosa inus,999.0,4000.0
15853,dog,gold,dog_breed,keeshond,1.385949161091034,4000.0
15854,dog,gold,dog_breed,kelpie,1.1974625884511272,4000.0
15855,dog,gold,dog_breed,kerry blue terrier,1.189305,4000.0
15856,dog,gold,dog_breed,king charles spaniel,1.2,4000.0
15857,dog,gold,dog_breed,komondor,2.5555,4000.0
15858,dog,gold,dog_breed,kooikerhondje,1.356225,4000.0
15859,dog,gold,dog_breed,korean jindo,5.4378,4000.0
15860,dog,gold,dog_breed,korthals griffon,1.7043,4000.0
15861,dog,gold,dog_breed,labradoodle,1.0239428860575468,4000.0
15862,dog,gold,dog_breed,labrador retriever,1.0239428860575468,4000.0
15863,dog,gold,dog_breed,lagotto romagnolo,1.3005499999999999,4000.0
15864,dog,gold,dog_breed,lakeland terrier,0.864532253392346,4000.0
15865,dog,gold,dog_breed,lancashire heeler,0.9627661355127002,4000.0
15866,dog,gold,dog_breed,landseer,2.60775,4000.0
15867,dog,gold,dog_breed,leonberger,2.878979663462556,4000.0
15868,dog,gold,dog_breed,lhasa apso,0.8930608,4000.0
15869,dog,gold,dog_breed,lowchen (little lion dog),1.233,4000.0
15870,dog,gold,dog_breed,lurcher,1.39745,4000.0
15871,dog,gold,dog_breed,maltese,1.016,4000.0
15872,dog,gold,dog_breed,manchester terrier,1.0453878848761406,4000.0
15873,dog,gold,dog_breed,maremma sheepdog,1.7897999999999998,4000.0
15874,dog,gold,dog_breed,mastiff,3.1635,4000.0
15875,dog,gold,dog_breed,mexican hairless,1.3572,4000.0
15876,dog,gold,dog_breed,miniature bull terrier,1.2652575,4000.0
15877,dog,gold,dog_breed,miniature long haired dachshund,1.2579980331254432,4000.0
15878,dog,gold,dog_breed,miniature pinscher,0.9051830489590897,4000.0
15879,dog,gold,dog_breed,miniature poodle,1.15,4000.0
15880,dog,gold,dog_breed,miniature schnauzer,0.7963817034514561,4000.0
15881,dog,gold,dog_breed,miniature short haired dachshund,1.2193258623188588,4000.0
15882,dog,gold,dog_breed,miniature wire haired dachshund,1.3358027448035892,4000.0
15883,dog,gold,dog_breed,munsterlander,1.3072,4000.0
15884,dog,gold,dog_breed,munsterlander (large),1.2431249999999998,4000.0
15885,dog,gold,dog_breed,munsterlander (small),1.28115,4000.0
15886,dog,gold,dog_breed,neapolitan mastiff,3.1045999999999996,4000.0
15887,dog,gold,dog_breed,newfoundland,3.1036499999999996,4000.0
15888,dog,gold,dog_breed,norfolk terrier,1.0608728456248804,4000.0
15889,dog,gold,dog_breed,northern inuit,7.911520037039013,4000.0
15890,dog,gold,dog_breed,norwegian buhund,1.2548249999999999,4000.0
15891,dog,gold,dog_breed,norwegian elkhound,1.28115,4000.0
15892,dog,gold,dog_breed,norwegian lundehund,1.4934,4000.0
15893,dog,gold,dog_breed,norwich terrier,1.0741430407072565,4000.0
15894,dog,gold,dog_breed,nova scotia duck tolling retriever,1.4209188076621992,4000.0
15895,dog,gold,dog_breed,old english sheepdog,1.651811293927059,4000.0
15896,dog,gold,dog_breed,otter hound,2.1232499999999996,4000.0
15897,dog,gold,dog_breed,papillon,0.9730718942521339,4000.0
15898,dog,gold,dog_breed,parson jack russell,0.7544122172153473,4000.0
15899,dog,gold,dog_breed,patterdale terrier,0.7047563170134694,4000.0
15900,dog,gold,dog_breed,pekinese,1.32335,4000.0
15901,dog,gold,dog_breed,perro de presa canario - wto,999.0,4000.0
15902,dog,gold,dog_breed,petit basset griffon vendeen,1.3194387458120063,4000.0
15903,dog,gold,dog_breed,pharaoh hound,1.4867499999999998,4000.0
15904,dog,gold,dog_breed,pinscher,1.85725,4000.0
15905,dog,gold,dog_breed,pit bull mastiff,999.0,4000.0
15906,dog,gold,dog_breed,pit bull terrier,999.0,4000.0
15907,dog,gold,dog_breed,pointer,1.3618809044684137,4000.0
15908,dog,gold,dog_breed,polish lowland sheepdog,1.3318999999999999,4000.0
15909,dog,gold,dog_breed,pomeranian,1.046,4000.0
15910,dog,gold,dog_breed,poodle (miniature),1.15,4000.0
15911,dog,gold,dog_breed,poodle (standard),1.40885,4000.0
15912,dog,gold,dog_breed,poodle (toy),0.86355,4000.0
15913,dog,gold,dog_breed,portuguese podengo,1.4958837659694795,4000.0
15914,dog,gold,dog_breed,portuguese warren hound,1.6397,4000.0
15915,dog,gold,dog_breed,portuguese water dog,1.5816946739450082,4000.0
15916,dog,gold,dog_breed,pug,1.9199499999999998,4000.0
15917,dog,gold,dog_breed,pyrenean mastiff,3.09415,4000.0
15918,dog,gold,dog_breed,pyrenean mountain dog,2.546,4000.0
15919,dog,gold,dog_breed,pyrenean sheepdog,1.27585,4000.0
15920,dog,gold,dog_breed,racing greyhound,999.0,4000.0
15921,dog,gold,dog_breed,retrievers,1.0725006857629737,4000.0
15922,dog,gold,dog_breed,rhodesian ridgeback,2.0390403121545604,4000.0
15923,dog,gold,dog_breed,rottweiler,999.0,4000.0
15924,dog,gold,dog_breed,rough collie,1.153,4000.0
15925,dog,gold,dog_breed,russian black terrier,2.0995,4000.0
15926,dog,gold,dog_breed,saluki,1.3227104626004476,4000.0
15927,dog,gold,dog_breed,samoyed,1.3453659449624042,4000.0
15928,dog,gold,dog_breed,sarloos wolfhound,999.0,4000.0
15929,dog,gold,dog_breed,schapendoes,1.5000499999999999,4000.0
15930,dog,gold,dog_breed,schipperke,1.041,4000.0
15931,dog,gold,dog_breed,schnauzer,1.234,4000.0
15932,dog,gold,dog_breed,scottish terrier,1.12195,4000.0
15933,dog,gold,dog_breed,sealyham terrier,1.2495112499999999,4000.0
15934,dog,gold,dog_breed,segugio italiano,1.3199948520113767,4000.0
15935,dog,gold,dog_breed,setters,1.6473,4000.0
15936,dog,gold,dog_breed,shar pei,7.08795,4000.0
15937,dog,gold,dog_breed,shetland sheepdog,1.2128836622788883,4000.0
15938,dog,gold,dog_breed,shih tzu,1.01184,4000.0
15939,dog,gold,dog_breed,siberian husky,1.3984773449072605,4000.0
15940,dog,gold,dog_breed,skye terrier,1.1809687499999997,4000.0
15941,dog,gold,dog_breed,sloughi,1.4046619948500059,4000.0
15942,dog,gold,dog_breed,slovakian rough haired pointer,1.4117,4000.0
15943,dog,gold,dog_breed,smooth coat chihuahua,1.1420037612516896,4000.0
15944,dog,gold,dog_breed,smooth collie,1.2112663441548985,4000.0
15945,dog,gold,dog_breed,smooth fox terrier,0.9,4000.0
15946,dog,gold,dog_breed,smooth haired dachshund,1.570647,4000.0
15947,dog,gold,dog_breed,soft coated wheaten terrier,1.1533,4000.0
15948,dog,gold,dog_breed,spaniel,1.2,4000.0
15949,dog,gold,dog_breed,spanish galgo,1.8407645851573187,4000.0
15950,dog,gold,dog_breed,spanish water dog,1.3709273052287643,4000.0
15951,dog,gold,dog_breed,st bernard,3.13785,4000.0
15952,dog,gold,dog_breed,staffordshire bull terrier,0.8908595451173632,4000.0
15953,dog,gold,dog_breed,standard bull terrier,1.7722993246285115,4000.0
15954,dog,gold,dog_breed,standard poodle,1.0510719859538247,4000.0
15955,dog,gold,dog_breed,standard schnauzer,1.336725,4000.0
15956,dog,gold,dog_breed,sussex spaniel,1.2,4000.0
15957,dog,gold,dog_breed,swedish lapphund,1.074,4000.0
15958,dog,gold,dog_breed,swedish vallhund,1.0906401378107424,4000.0
15959,dog,gold,dog_breed,swiss laufhund (jura),1.6055,4000.0
15960,dog,gold,dog_breed,terrier group,999.0,4000.0
15961,dog,gold,dog_breed,tibetan mastiff,3.13785,4000.0
15962,dog,gold,dog_breed,tibetan spaniel,1.0430342643535617,4000.0
15963,dog,gold,dog_breed,tibetan terrier,1.1391449999999999,4000.0
15964,dog,gold,dog_breed,utonagan,4.4574,4000.0
15965,dog,gold,dog_breed,weimaraner,1.66000209375,4000.0
15966,dog,gold,dog_breed,welsh corgi,1.2840749999999999,4000.0
15967,dog,gold,dog_breed,welsh corgi (cardigan),1.2475541986210328,4000.0
15968,dog,gold,dog_breed,welsh corgi (pembroke),1.2446694537082916,4000.0
15969,dog,gold,dog_breed,welsh springer spaniel,1.0605562499999999,4000.0
15970,dog,gold,dog_breed,welsh terrier,1.1677523102098437,4000.0
15971,dog,gold,dog_breed,west highland terrier,1.058829687876519,4000.0
15972,dog,gold,dog_breed,whippet,1.22338944,4000.0
15973,dog,gold,dog_breed,white english terrier,1.0469,4000.0
15974,dog,gold,dog_breed,wire fox terrier,1.1779529838872276,4000.0
15975,dog,gold,dog_breed,wire haired dachshund,1.5636089999999998,4000.0
15976,dog,gold,dog_breed,wolf hybrid,999.0,4000.0
15977,dog,gold,dog_breed,working sheepdog,1.0829874253237235,4000.0
15978,dog,gold,dog_breed,yorkshire terrier,0.8519599999999999,4000.0
15979,dog,prime,base_rate,,140.95,2500.0
15980,dog,prime,multipet,no,1.0,2500.0
15981,dog,prime,multipet,yes,0.8,2500.0
15982,dog,prime,copay,no,1.0,2500.0
15983,dog,prime,copay,yes,0.8,2500.0
15984,dog,prime,neutered_gender,female: yes,1.0,2500.0
15985,dog,prime,neutered_gender,female: no,1.1025,2500.0
15986,dog,prime,neutered_gender,male: yes,1.0,2500.0
15987,dog,prime,neutered_gender,male: no,1.05,2500.0
15988,dog,prime,chipped,yes,1.0,2500.0
15989,dog,prime,chipped,no,1.0,2500.0
15990,dog,prime,vaccinations,yes,1.0,2500.0
15991,dog,prime,vaccinations,no,1.0,2500.0
15992,dog,prime,pre_existing,yes,1.0,2500.0
15993,dog,prime,pre_existing,no,1.0,2500.0
15994,dog,prime,aggressive,yes,999.0,2500.0
15995,dog,prime,aggressive,no,1.0,2500.0
15996,dog,prime,postcode,ab,0.8699999999999999,2500.0
15997,dog,prime,postcode,al,1.15,2500.0
15998,dog,prime,postcode,b,1.0,2500.0
15999,dog,prime,postcode,ba,1.0,2500.0
16000,dog,prime,postcode,bb,0.9044718073209934,2500.0
16001,dog,prime,postcode,bd,1.07,2500.0
16002,dog,prime,postcode,bh,0.96,2500.0
16003,dog,prime,postcode,bl,0.9800000000000001,2500.0
16004,dog,prime,postcode,bn,0.99,2500.0
16005,dog,prime,postcode,br,1.08,2500.0
16006,dog,prime,postcode,bs,1.1523960000000002,2500.0
16007,dog,prime,postcode,bt,0.94,2500.0
16008,dog,prime,postcode,ca,1.0133016304995335,2500.0
16009,dog,prime,postcode,cb,1.03,2500.0
16010,dog,prime,postcode,cf,0.868,2500.0
16011,dog,prime,postcode,ch,1.15,2500.0
16012,dog,prime,postcode,cm,1.003,2500.0
16013,dog,prime,postcode,co,1.07,2500.0
16014,dog,prime,postcode,cr,1.15,2500.0
16015,dog,prime,postcode,ct,1.05,2500.0
16016,dog,prime,postcode,cv,0.9137118883646743,2500.0
16017,dog,prime,postcode,cw,1.05,2500.0
16018,dog,prime,postcode,da,1.15,2500.0
16019,dog,prime,postcode,dd,0.77,2500.0
16020,dog,prime,postcode,de,1.05,2500.0
16021,dog,prime,postcode,dg,0.8500000000000001,2500.0
16022,dog,prime,postcode,dh,1.03,2500.0
16023,dog,prime,postcode,dl,1.06,2500.0
16024,dog,prime,postcode,dn,0.88,2500.0
16025,dog,prime,postcode,dt,1.0,2500.0
16026,dog,prime,postcode,dy,1.097687780982734,2500.0
16027,dog,prime,postcode,e,1.0,2500.0
16028,dog,prime,postcode,ec,1.15,2500.0
16029,dog,prime,postcode,eh,1.08,2500.0
16030,dog,prime,postcode,en,1.05,2500.0
16031,dog,prime,postcode,ex,1.02,2500.0
16032,dog,prime,postcode,fk,0.96,2500.0
16033,dog,prime,postcode,fy,0.95,2500.0
16034,dog,prime,postcode,g,0.97,2500.0
16035,dog,prime,postcode,gl,0.97,2500.0
16036,dog,prime,postcode,gu,1.093,2500.0
16037,dog,prime,postcode,ha,1.15,2500.0
16038,dog,prime,postcode,hd,1.06,2500.0
16039,dog,prime,postcode,hg,0.94,2500.0
16040,dog,prime,postcode,hp,1.08,2500.0
16041,dog,prime,postcode,hr,0.9199999999999999,2500.0
16042,dog,prime,postcode,hs,0.7200000000000001,2500.0
16043,dog,prime,postcode,hu,1.05,2500.0
16044,dog,prime,postcode,hx,0.98,2500.0
16045,dog,prime,postcode,ig,1.05,2500.0
16046,dog,prime,postcode,ip,1.008,2500.0
16047,dog,prime,postcode,iv,0.87,2500.0
16048,dog,prime,postcode,ka,0.9599999999999999,2500.0
16049,dog,prime,postcode,kt,1.05,2500.0
16050,dog,prime,postcode,kw,0.7399999999999999,2500.0
16051,dog,prime,postcode,ky,0.94,2500.0
16052,dog,prime,postcode,l,1.05,2500.0
16053,dog,prime,postcode,la,0.8900000000000001,2500.0
16054,dog,prime,postcode,ld,0.86,2500.0
16055,dog,prime,postcode,le,0.883,2500.0
16056,dog,prime,postcode,ll,0.8281600959734219,2500.0
16057,dog,prime,postcode,ln,0.89,2500.0
16058,dog,prime,postcode,ls,1.06,2500.0
16059,dog,prime,postcode,lu,1.05,2500.0
16060,dog,prime,postcode,m,0.84,2500.0
16061,dog,prime,postcode,me,1.01,2500.0
16062,dog,prime,postcode,mk,1.05,2500.0
16063,dog,prime,postcode,ml,0.8899999999999999,2500.0
16064,dog,prime,postcode,n,1.15,2500.0
16065,dog,prime,postcode,ne,0.98,2500.0
16066,dog,prime,postcode,ng,0.98,2500.0
16067,dog,prime,postcode,nn,0.9500000000000001,2500.0
16068,dog,prime,postcode,np,1.02,2500.0
16069,dog,prime,postcode,nr,0.95,2500.0
16070,dog,prime,postcode,nw,1.15,2500.0
16071,dog,prime,postcode,ol,1.05,2500.0
16072,dog,prime,postcode,ox,1.05,2500.0
16073,dog,prime,postcode,pa,0.8900000000000001,2500.0
16074,dog,prime,postcode,pe,0.849,2500.0
16075,dog,prime,postcode,ph,0.7899999999999999,2500.0
16076,dog,prime,postcode,pl,0.91,2500.0
16077,dog,prime,postcode,po,1.05,2500.0
16078,dog,prime,postcode,pr,0.8952542032559332,2500.0
16079,dog,prime,postcode,rg,1.017,2500.0
16080,dog,prime,postcode,rh,1.01,2500.0
16081,dog,prime,postcode,rm,1.05,2500.0
16082,dog,prime,postcode,s,1.035,2500.0
16083,dog,prime,postcode,sa,1.08,2500.0
16084,dog,prime,postcode,se,1.0,2500.0
16085,dog,prime,postcode,sg,1.09,2500.0
16086,dog,prime,postcode,sk,1.05,2500.0
16087,dog,prime,postcode,sl,1.07,2500.0
16088,dog,prime,postcode,sm,1.15,2500.0
16089,dog,prime,postcode,sn,0.99,2500.0
16090,dog,prime,postcode,so,1.08,2500.0
16091,dog,prime,postcode,sp,1.0,2500.0
16092,dog,prime,postcode,sr,0.98805,2500.0
16093,dog,prime,postcode,ss,1.15,2500.0
16094,dog,prime,postcode,st,0.9799999999999999,2500.0
16095,dog,prime,postcode,sw,1.1550000000000002,2500.0
16096,dog,prime,postcode,sy,0.97,2500.0
16097,dog,prime,postcode,ta,0.96,2500.0
16098,dog,prime,postcode,td,0.7100000000000001,2500.0
16099,dog,prime,postcode,tf,0.9188879716385374,2500.0
16100,dog,prime,postcode,tn,0.983,2500.0
16101,dog,prime,postcode,tq,0.92,2500.0
16102,dog,prime,postcode,tr,0.95,2500.0
16103,dog,prime,postcode,ts,0.921302659603835,2500.0
16104,dog,prime,postcode,tw,1.15,2500.0
16105,dog,prime,postcode,ub,1.15,2500.0
16106,dog,prime,postcode,w,1.15,2500.0
16107,dog,prime,postcode,wa,1.05,2500.0
16108,dog,prime,postcode,wc,1.15,2500.0
16109,dog,prime,postcode,wd,1.15,2500.0
16110,dog,prime,postcode,wf,1.0867633348009564,2500.0
16111,dog,prime,postcode,wn,0.85,2500.0
16112,dog,prime,postcode,wr,0.92,2500.0
16113,dog,prime,postcode,ws,1.15,2500.0
16114,dog,prime,postcode,wv,1.05,2500.0
16115,dog,prime,postcode,yo,1.05,2500.0
16116,dog,prime,postcode,ze,0.83,2500.0
16117,dog,prime,postcode,gy,999.0,2500.0
16118,dog,prime,postcode,je,999.0,2500.0
16119,dog,prime,postcode,im,999.0,2500.0
16120,dog,prime,pet_price,£0–£75,1.0,2500.0
16121,dog,prime,pet_price,£76–£150,1.0,2500.0
