id,pet_type,scheme,factor,option,rate,limit
14395,dog,bronze,base_rate,,93.22347991521335,2250.0
14396,dog,bronze,multipet,no,1.0,2250.0
14397,dog,bronze,multipet,yes,0.8,2250.0
14398,dog,bronze,copay,no,1.0,2250.0
14399,dog,bronze,copay,yes,0.8,2250.0
14400,dog,bronze,neutered_gender,female: yes,1.0,2250.0
14401,dog,bronze,neutered_gender,female: no,1.05,2250.0
14402,dog,bronze,neutered_gender,male: yes,1.0,2250.0
14403,dog,bronze,neutered_gender,male: no,1.0,2250.0
14404,dog,bronze,chipped,yes,1.0,2250.0
14405,dog,bronze,chipped,no,1.0,2250.0
14406,dog,bronze,vaccinations,yes,1.0,2250.0
14407,dog,bronze,vaccinations,no,1.0,2250.0
14408,dog,bronze,pre_existing,yes,1.0,2250.0
14409,dog,bronze,pre_existing,no,1.0,2250.0
14410,dog,bronze,aggressive,yes,999.0,2250.0
14411,dog,bronze,aggressive,no,1.0,2250.0
14412,dog,bronze,postcode,ab,0.8699999999999999,2250.0
14413,dog,bronze,postcode,al,1.15,2250.0
14414,dog,bronze,postcode,b,1.0,2250.0
14415,dog,bronze,postcode,ba,1.0,2250.0
14416,dog,bronze,postcode,bb,0.9044718073209934,2250.0
14417,dog,bronze,postcode,bd,1.07,2250.0
14418,dog,bronze,postcode,bh,0.96,2250.0
14419,dog,bronze,postcode,bl,0.9800000000000001,2250.0
14420,dog,bronze,postcode,bn,0.99,2250.0
14421,dog,bronze,postcode,br,1.08,2250.0
14422,dog,bronze,postcode,bs,1.1523960000000002,2250.0
14423,dog,bronze,postcode,bt,0.94,2250.0
14424,dog,bronze,postcode,ca,1.0133016304995335,2250.0
14425,dog,bronze,postcode,cb,1.03,2250.0
14426,dog,bronze,postcode,cf,0.868,2250.0
14427,dog,bronze,postcode,ch,1.15,2250.0
14428,dog,bronze,postcode,cm,1.003,2250.0
14429,dog,bronze,postcode,co,1.07,2250.0
14430,dog,bronze,postcode,cr,1.15,2250.0
14431,dog,bronze,postcode,ct,1.05,2250.0
14432,dog,bronze,postcode,cv,0.9137118883646743,2250.0
14433,dog,bronze,postcode,cw,1.05,2250.0
14434,dog,bronze,postcode,da,1.15,2250.0
14435,dog,bronze,postcode,dd,0.77,2250.0
14436,dog,bronze,postcode,de,1.05,2250.0
14437,dog,bronze,postcode,dg,0.8500000000000001,2250.0
14438,dog,bronze,postcode,dh,1.03,2250.0
14439,dog,bronze,postcode,dl,1.06,2250.0
14440,dog,bronze,postcode,dn,0.88,2250.0
14441,dog,bronze,postcode,dt,1.0,2250.0
14442,dog,bronze,postcode,dy,1.097687780982734,2250.0
14443,dog,bronze,postcode,e,1.0,2250.0
14444,dog,bronze,postcode,ec,1.15,2250.0
14445,dog,bronze,postcode,eh,1.08,2250.0
14446,dog,bronze,postcode,en,1.05,2250.0
14447,dog,bronze,postcode,ex,1.02,2250.0
14448,dog,bronze,postcode,fk,0.96,2250.0
14449,dog,bronze,postcode,fy,0.95,2250.0
14450,dog,bronze,postcode,g,0.97,2250.0
14451,dog,bronze,postcode,gl,0.97,2250.0
14452,dog,bronze,postcode,gu,1.093,2250.0
14453,dog,bronze,postcode,ha,1.15,2250.0
14454,dog,bronze,postcode,hd,1.06,2250.0
14455,dog,bronze,postcode,hg,0.94,2250.0
14456,dog,bronze,postcode,hp,1.08,2250.0
14457,dog,bronze,postcode,hr,0.9199999999999999,2250.0
14458,dog,bronze,postcode,hs,0.7200000000000001,2250.0
14459,dog,bronze,postcode,hu,1.05,2250.0
14460,dog,bronze,postcode,hx,0.98,2250.0
14461,dog,bronze,postcode,ig,1.05,2250.0
14462,dog,bronze,postcode,ip,1.008,2250.0
14463,dog,bronze,postcode,iv,0.87,2250.0
14464,dog,bronze,postcode,ka,0.9599999999999999,2250.0
14465,dog,bronze,postcode,kt,1.05,2250.0
14466,dog,bronze,postcode,kw,0.7399999999999999,2250.0
14467,dog,bronze,postcode,ky,0.94,2250.0
14468,dog,bronze,postcode,l,1.05,2250.0
14469,dog,bronze,postcode,la,0.8900000000000001,2250.0
14470,dog,bronze,postcode,ld,0.86,2250.0
14471,dog,bronze,postcode,le,0.883,2250.0
14472,dog,bronze,postcode,ll,0.8281600959734219,2250.0
14473,dog,bronze,postcode,ln,0.89,2250.0
14474,dog,bronze,postcode,ls,1.06,2250.0
14475,dog,bronze,postcode,lu,1.05,2250.0
14476,dog,bronze,postcode,m,0.84,2250.0
14477,dog,bronze,postcode,me,1.01,2250.0
14478,dog,bronze,postcode,mk,1.05,2250.0
14479,dog,bronze,postcode,ml,0.8899999999999999,2250.0
14480,dog,bronze,postcode,n,1.15,2250.0
14481,dog,bronze,postcode,ne,0.98,2250.0
14482,dog,bronze,postcode,ng,0.98,2250.0
14483,dog,bronze,postcode,nn,0.9500000000000001,2250.0
14484,dog,bronze,postcode,np,1.02,2250.0
14485,dog,bronze,postcode,nr,0.95,2250.0
14486,dog,bronze,postcode,nw,1.15,2250.0
14487,dog,bronze,postcode,ol,1.05,2250.0
14488,dog,bronze,postcode,ox,1.05,2250.0
14489,dog,bronze,postcode,pa,0.8900000000000001,2250.0
14490,dog,bronze,postcode,pe,0.849,2250.0
14491,dog,bronze,postcode,ph,0.7899999999999999,2250.0
14492,dog,bronze,postcode,pl,0.91,2250.0
14493,dog,bronze,postcode,po,1.05,2250.0
14494,dog,bronze,postcode,pr,0.8952542032559332,2250.0
14495,dog,bronze,postcode,rg,1.017,2250.0
14496,dog,bronze,postcode,rh,1.01,2250.0
14497,dog,bronze,postcode,rm,1.05,2250.0
14498,dog,bronze,postcode,s,1.035,2250.0
14499,dog,bronze,postcode,sa,1.08,2250.0
14500,dog,bronze,postcode,se,1.0,2250.0
14501,dog,bronze,postcode,sg,1.09,2250.0
14502,dog,bronze,postcode,sk,1.05,2250.0
14503,dog,bronze,postcode,sl,1.07,2250.0
14504,dog,bronze,postcode,sm,1.15,2250.0
14505,dog,bronze,postcode,sn,0.99,2250.0
14506,dog,bronze,postcode,so,1.08,2250.0
14507,dog,bronze,postcode,sp,1.0,2250.0
14508,dog,bronze,postcode,sr,0.98805,2250.0
14509,dog,bronze,postcode,ss,1.15,2250.0
14510,dog,bronze,postcode,st,0.9799999999999999,2250.0
14511,dog,bronze,postcode,sw,1.1550000000000002,2250.0
14512,dog,bronze,postcode,sy,0.97,2250.0
14513,dog,bronze,postcode,ta,0.96,2250.0
14514,dog,bronze,postcode,td,0.7100000000000001,2250.0
14515,dog,bronze,postcode,tf,0.9188879716385374,2250.0
14516,dog,bronze,postcode,tn,0.983,2250.0
14517,dog,bronze,postcode,tq,0.92,2250.0
14518,dog,bronze,postcode,tr,0.95,2250.0
14519,dog,bronze,postcode,ts,0.921302659603835,2250.0
14520,dog,bronze,postcode,tw,1.15,2250.0
14521,dog,bronze,postcode,ub,1.15,2250.0
14522,dog,bronze,postcode,w,1.15,2250.0
14523,dog,bronze,postcode,wa,1.05,2250.0
14524,dog,bronze,postcode,wc,1.15,2250.0
14525,dog,bronze,postcode,wd,1.15,2250.0
14526,dog,bronze,postcode,wf,1.0867633348009564,2250.0
14527,dog,bronze,postcode,wn,0.85,2250.0
14528,dog,bronze,postcode,wr,0.92,2250.0
14529,dog,bronze,postcode,ws,1.15,2250.0
14530,dog,bronze,postcode,wv,1.05,2250.0
14531,dog,bronze,postcode,yo,1.05,2250.0
14532,dog,bronze,postcode,ze,0.83,2250.0
14533,dog,bronze,postcode,gy,999.0,2250.0
14534,dog,bronze,postcode,je,999.0,2250.0
14535,dog,bronze,postcode,im,999.0,2250.0
14536,dog,bronze,pet_price,£0–£75,1.0,2250.0
14537,dog,bronze,pet_price,£76–£150,1.0,2250.0
14538,dog,bronze,pet_price,£151–£300,1.0,2250.0
14539,dog,bronze,pet_price,£301–£600,1.003,2250.0
14540,dog,bronze,pet_price,"£601–£1,200",1.005,2250.0
14541,dog,bronze,pet_price,"£1,201+",1.035,2250.0
14542,dog,bronze,ph_age,0 - 19.999,1.025,2250.0
14543,dog,bronze,ph_age,20 - 29.999,1.015,2250.0
14544,dog,bronze,ph_age,30 - 39.999,1.01,2250.0
14545,dog,bronze,ph_age,40 - 49.999,0.9675,2250.0
14546,dog,bronze,ph_age,50 - 59.999,0.9675,2250.0
14547,dog,bronze,ph_age,60 - 69.999,1.005,2250.0
14548,dog,bronze,ph_age,70 - 79.999,1.005,2250.0
14549,dog,bronze,ph_age,80 - 89.999,1.005,2250.0
14550,dog,bronze,ph_age,90 and over,1.005,2250.0
14551,dog,bronze,pet_age,0,999.0,2250.0
14552,dog,bronze,pet_age,1,1.1165393258426968,2250.0
14553,dog,bronze,pet_age,2,1.092,2250.0
14554,dog,bronze,pet_age,3,1.0840800000000002,2250.0
14555,dog,bronze,pet_age,4,1.0759200000000002,2250.0
14556,dog,bronze,pet_age,5,1.068,2250.0
14557,dog,bronze,pet_age,6,1.0581,2250.0
14558,dog,bronze,pet_age,7,1.0479,2250.0
14559,dog,bronze,pet_age,8,1.038,2250.0
14560,dog,bronze,pet_age,9,1.02546,2250.0
14561,dog,bronze,pet_age,10,1.01254,2250.0
14562,dog,bronze,pet_age,11,1.0,2250.0
14563,dog,bronze,pet_age,12,0.9943900000000001,2250.0
14564,dog,bronze,pet_age,13,0.98861,2250.0
14565,dog,bronze,pet_age,14,0.983,2250.0
14566,dog,bronze,pet_age,15,0.97574,2250.0
14567,dog,bronze,pet_age,16,0.9682600000000001,2250.0
14568,dog,bronze,pet_age,17,0.961,2250.0
14569,dog,bronze,pet_age,18,0.9520900000000001,2250.0
14570,dog,bronze,pet_age,19,0.9429100000000001,2250.0
14571,dog,bronze,pet_age,20,0.934,2250.0
14572,dog,bronze,pet_age,21,0.9297100000000001,2250.0
14573,dog,bronze,pet_age,22,0.9252900000000002,2250.0
14574,dog,bronze,pet_age,23,0.921,2250.0
14575,dog,bronze,pet_age,24–28,0.9625,2250.0
14576,dog,bronze,pet_age,29–31,1.004,2250.0
14577,dog,bronze,pet_age,32–34,1.0034999999999998,2250.0
14578,dog,bronze,pet_age,35–37,1.003,2250.0
14579,dog,bronze,pet_age,38–40,1.003,2250.0
14580,dog,bronze,pet_age,41–43,1.003,2250.0
14581,dog,bronze,pet_age,44–46,1.0045,2250.0
14582,dog,bronze,pet_age,47–48,1.006,2250.0
14583,dog,bronze,pet_age,49–54,1.006,2250.0
14584,dog,bronze,pet_age,55–60,1.007,2250.0
14585,dog,bronze,pet_age,61–66,1.008,2250.0
14586,dog,bronze,pet_age,67–72,1.0090000000000001,2250.0
14587,dog,bronze,pet_age,73–78,1.01,2250.0
14588,dog,bronze,pet_age,79–84,1.0265,2250.0
14589,dog,bronze,pet_age,85–90,1.0430000000000001,2250.0
14590,dog,bronze,pet_age,91–96,1.0595,2250.0
14591,dog,bronze,pet_age,97–102,1.076,2250.0
14592,dog,bronze,pet_age,103–108,1.0830000000000002,2250.0
14593,dog,bronze,pet_age,109–114,1.09,2250.0
14594,dog,bronze,pet_age,115–120,1.097,2250.0
14595,dog,bronze,pet_age,121–126,1.104,2250.0
14596,dog,bronze,pet_age,127–132,1.1025,2250.0
14597,dog,bronze,pet_age,133–138,1.101,2250.0
14598,dog,bronze,pet_age,139–144,1.0995000000000001,2250.0
14599,dog,bronze,pet_age,145–150,1.098,2250.0
14600,dog,bronze,pet_age,151–156,1.0930000000000002,2250.0
14601,dog,bronze,pet_age,157–162,1.088,2250.0
14602,dog,bronze,pet_age,163–168,1.083,2250.0
14603,dog,bronze,pet_age,169–174,1.078,2250.0
14604,dog,bronze,pet_age,175–180,1.0755,2250.0
14605,dog,bronze,pet_age,181–186,1.073,2250.0
14606,dog,bronze,pet_age,187–192,1.0705,2250.0
14607,dog,bronze,pet_age,193–204,1.068,2250.0
14608,dog,bronze,pet_age,205–216,1.068,2250.0
14609,dog,bronze,pet_age,217–228,1.068,2250.0
14610,dog,bronze,pet_age,229–240,1.068,2250.0
14611,dog,bronze,pet_age,241+,1.068,2250.0
14612,dog,bronze,pet_age_gender,female: 1–50,0.935,2250.0
14613,dog,bronze,pet_age_gender,female: 51–100,0.935,2250.0
14614,dog,bronze,pet_age_gender,female: 101+,0.96,2250.0
14615,dog,bronze,pet_age_gender,male: 1–50,1.081,2250.0
14616,dog,bronze,pet_age_gender,male: 51–100,1.084,2250.0
14617,dog,bronze,pet_age_gender,male: 101+,1.099,2250.0
14618,dog,bronze,dog_breed,mongrel:  small,0.8625959999999999,2250.0
14619,dog,bronze,dog_breed,mongrel:  medium,0.8104599517512736,2250.0
14620,dog,bronze,dog_breed,mongrel:  large,1.1856,2250.0
14621,dog,bronze,dog_breed,crossbreed:  small,0.5947484853783834,2250.0
14622,dog,bronze,dog_breed,crossbreed:  medium,0.6247257074039338,2250.0
14623,dog,bronze,dog_breed,crossbreed:  large,0.9995553781475536,2250.0
14624,dog,bronze,dog_breed,affenpinscher,0.928073163775763,2250.0
14625,dog,bronze,dog_breed,afghan,1.4487499999999998,2250.0
14626,dog,bronze,dog_breed,african crested dog,0.8797,2250.0
14627,dog,bronze,dog_breed,african hairless,1.27965,2250.0
14628,dog,bronze,dog_breed,airedale terrier,1.020652723274562,2250.0
14629,dog,bronze,dog_breed,akita,1.4120946876538767,2250.0
14630,dog,bronze,dog_breed,alaskan malamute,1.2437667216880446,2250.0
14631,dog,bronze,dog_breed,american bandogge mastiff,999.0,2250.0
14632,dog,bronze,dog_breed,american bulldog,2.39404600129364,2250.0
14633,dog,bronze,dog_breed,american cocker spaniel,0.8607,2250.0
14634,dog,bronze,dog_breed,american mancon,999.0,2250.0
14635,dog,bronze,dog_breed,american pit bull terrier,999.0,2250.0
14636,dog,bronze,dog_breed,american staffordshire bull terrier,2.3140099999999997,2250.0
14637,dog,bronze,dog_breed,american water spaniel,0.9538,2250.0
14638,dog,bronze,dog_breed,anatolian shepherd dog,1.30435,2250.0
14639,dog,bronze,dog_breed,argentinian mastiff / dogo argentinino,999.0,2250.0
14640,dog,bronze,dog_breed,australian cattle dog,1.07825,2250.0
14641,dog,bronze,dog_breed,australian dingo,999.0,2250.0
14642,dog,bronze,dog_breed,australian kelpie,0.980109441345288,2250.0
14643,dog,bronze,dog_breed,australian shepherd,1.045,2250.0
14644,dog,bronze,dog_breed,australian silky terrier,0.9129499999999999,2250.0
14645,dog,bronze,dog_breed,australian terrier,0.97,2250.0
14646,dog,bronze,dog_breed,azawakh,1.23975,2250.0
14647,dog,bronze,dog_breed,basenji,0.9637892923469461,2250.0
14648,dog,bronze,dog_breed,basset bleu de gascogne,1.026,2250.0
14649,dog,bronze,dog_breed,basset fauve de bretagne,0.9867126216425058,2250.0
14650,dog,bronze,dog_breed,basset griffon vendeen (grand),1.007,2250.0
14651,dog,bronze,dog_breed,basset griffon vendeen (petit),1.01365,2250.0
14652,dog,bronze,dog_breed,basset hound,1.2321365402389153,2250.0
14653,dog,bronze,dog_breed,bavarian mountain hound,1.12765,2250.0
14654,dog,bronze,dog_breed,beagle,1.06112175,2250.0
14655,dog,bronze,dog_breed,bearded collie,1.005181048932961,2250.0
14656,dog,bronze,dog_breed,beauceron,1.121,2250.0
14657,dog,bronze,dog_breed,bedlington terrier,0.7798014350958479,2250.0
14658,dog,bronze,dog_breed,belgian shepherd dog,0.9889799010486003,2250.0
14659,dog,bronze,dog_breed,belgian shepherd dog (groenendael),1.028625,2250.0
14660,dog,bronze,dog_breed,belgian shepherd dog (laekenois),0.994115863987549,2250.0
14661,dog,bronze,dog_breed,belgian shepherd dog (malinois),0.9867,2250.0
14662,dog,bronze,dog_breed,belgian shepherd dog (tervueren),1.028625,2250.0
14663,dog,bronze,dog_breed,bergamasco,1.4487499999999998,2250.0
14664,dog,bronze,dog_breed,bernese mountain dog,1.5843013955870275,2250.0
14665,dog,bronze,dog_breed,bichon frise,0.873,2250.0
14666,dog,bronze,dog_breed,black and tan english toy terrier,0.952972246562595,2250.0
14667,dog,bronze,dog_breed,bloodhound,1.639,2250.0
14668,dog,bronze,dog_breed,boar hounds,2.109,2250.0
14669,dog,bronze,dog_breed,boerboel,4.0222999999999995,2250.0
14670,dog,bronze,dog_breed,bolognese,0.8600936474115753,2250.0
14671,dog,bronze,dog_breed,border collie,0.8325111249999998,2250.0
14672,dog,bronze,dog_breed,border terrier,0.9007425,2250.0
14673,dog,bronze,dog_breed,borzoi,1.3053000000000001,2250.0
14674,dog,bronze,dog_breed,boston terrier,0.871,2250.0
14675,dog,bronze,dog_breed,bouvier des flandres,1.0654215079566665,2250.0
14676,dog,bronze,dog_breed,boxer,1.6480980345432965,2250.0
14677,dog,bronze,dog_breed,bracco italiano,1.1703999999999999,2250.0
14678,dog,bronze,dog_breed,briard,1.0754,2250.0
14679,dog,bronze,dog_breed,brittany spaniel,0.901,2250.0
14680,dog,bronze,dog_breed,broken haired terrier,999.0,2250.0
14681,dog,bronze,dog_breed,bull terrier,1.5227549999999999,2250.0
14682,dog,bronze,dog_breed,bulldog,1.9671820996865528,2250.0
14683,dog,bronze,dog_breed,bulldog (toy),2.2306,2250.0
14684,dog,bronze,dog_breed,bullmastiff,1.6112,2250.0
14685,dog,bronze,dog_breed,cairn terrier,0.9062999999999999,2250.0
14686,dog,bronze,dog_breed,canaan dog,0.906,2250.0
14687,dog,bronze,dog_breed,canadian eskimo dog,1.0345499999999999,2250.0
14688,dog,bronze,dog_breed,canadian inuit,999.0,2250.0
14689,dog,bronze,dog_breed,canary dog (pero de pressa canarios),999.0,2250.0
14690,dog,bronze,dog_breed,cane corsos,999.0,2250.0
14691,dog,bronze,dog_breed,catalan sheepdog,1.1903499999999998,2250.0
14692,dog,bronze,dog_breed,cavalier king charles spaniel,1.2,2250.0
14693,dog,bronze,dog_breed,central asian shepherd dog,999.0,2250.0
14694,dog,bronze,dog_breed,cesky terrier,0.9671,2250.0
14695,dog,bronze,dog_breed,chesapeake bay retriever,0.7746653380066352,2250.0
14696,dog,bronze,dog_breed,chihuahua (long coat),0.8905331848455,2250.0
14697,dog,bronze,dog_breed,chihuahua (smooth coat),0.7727135644065878,2250.0
14698,dog,bronze,dog_breed,chinese crested,0.8409012017263257,2250.0
14699,dog,bronze,dog_breed,chow chow,1.2754390302054361,2250.0
14700,dog,bronze,dog_breed,cirneco dell'etna,1.1665999999999999,2250.0
14701,dog,bronze,dog_breed,clumber spaniel,1.024801514523705,2250.0
14702,dog,bronze,dog_breed,cocker spaniel,0.6954679628832857,2250.0
14703,dog,bronze,dog_breed,cockerpoo,0.7207395614145492,2250.0
14704,dog,bronze,dog_breed,collie (rough),1.0108630294885574,2250.0
14705,dog,bronze,dog_breed,collie (smooth),0.9856619593065465,2250.0
14706,dog,bronze,dog_breed,continental landseer,1.4658499999999999,2250.0
14707,dog,bronze,dog_breed,coonhound,1.2812335293140793,2250.0
14708,dog,bronze,dog_breed,corgi,0.8624302646050588,2250.0
14709,dog,bronze,dog_breed,coton de tulear,0.87,2250.0
14710,dog,bronze,dog_breed,curly coated retriever,0.7746653380066352,2250.0
14711,dog,bronze,dog_breed,czechoslovakian wolfdog,999.0,2250.0
14712,dog,bronze,dog_breed,dachsbracke,1.068,2250.0
14713,dog,bronze,dog_breed,dachshund,0.9199205673733003,2250.0
14714,dog,bronze,dog_breed,dachshund (long-haired),0.9540983702591993,2250.0
14715,dog,bronze,dog_breed,dachshund (smooth-haired),0.9631392893733912,2250.0
14716,dog,bronze,dog_breed,dachshund (wire-haired),0.9631392893733912,2250.0
14717,dog,bronze,dog_breed,dalmatian,1.3513248411495,2250.0
14718,dog,bronze,dog_breed,dandie dinmont terrier,0.9225419672520048,2250.0
14719,dog,bronze,dog_breed,deerhound,1.56845,2250.0
14720,dog,bronze,dog_breed,dobermann,1.3754128499999998,2250.0
14721,dog,bronze,dog_breed,dogue brasileros,999.0,2250.0
14722,dog,bronze,dog_breed,dogue de bordeaux,1.5891935587500001,2250.0
14723,dog,bronze,dog_breed,drentse partridge dog,1.1096,2250.0
14724,dog,bronze,dog_breed,elkhound,1.0335,2250.0
14725,dog,bronze,dog_breed,english bull terrier,1.4678309922521577,2250.0
14726,dog,bronze,dog_breed,english pointer,1.1172,2250.0
14727,dog,bronze,dog_breed,english setter,0.941850077975331,2250.0
14728,dog,bronze,dog_breed,english springer spaniel,1.2,2250.0
14729,dog,bronze,dog_breed,english toy terrier (black and tan),0.952972246562595,2250.0
14730,dog,bronze,dog_breed,entlebucher mountain dog,1.70525,2250.0
14731,dog,bronze,dog_breed,eskimo dog,1.0649499999999998,2250.0
14732,dog,bronze,dog_breed,estrela mountain dog,1.7308999999999999,2250.0
14733,dog,bronze,dog_breed,eurasier - wto,0.9423999999999999,2250.0
14734,dog,bronze,dog_breed,felland terrier,1.4544499999999998,2250.0
14735,dog,bronze,dog_breed,field spaniel,0.9632999999999999,2250.0
14736,dog,bronze,dog_breed,fila brasileiro,999.0,2250.0
14737,dog,bronze,dog_breed,finnish lapphund,0.979,2250.0
14738,dog,bronze,dog_breed,finnish spitz,0.906,2250.0
14739,dog,bronze,dog_breed,flat coated retriever,0.7746653380066352,2250.0
14740,dog,bronze,dog_breed,fox terrier,0.9,2250.0
14741,dog,bronze,dog_breed,fox terrier (smooth),0.9,2250.0
14742,dog,bronze,dog_breed,fox terrier (wire),0.9,2250.0
14743,dog,bronze,dog_breed,foxhound,1.04975,2250.0
14744,dog,bronze,dog_breed,french bulldog,1.9397997935641198,2250.0
14745,dog,bronze,dog_breed,french mastiff,2.0311,2250.0
14746,dog,bronze,dog_breed,gascoigne,1.0288499999999998,2250.0
14747,dog,bronze,dog_breed,german klein spitz,0.8525601581967371,2250.0
14748,dog,bronze,dog_breed,german longhaired pointer,1.007294210452554,2250.0
14749,dog,bronze,dog_breed,german mittel spitz,0.8852806053876107,2250.0
14750,dog,bronze,dog_breed,german pinscher,0.9723691953416072,2250.0
14751,dog,bronze,dog_breed,german pointer,1.44305,2250.0
14752,dog,bronze,dog_breed,german shepherd (alsatian),0.834160167883538,2250.0
14753,dog,bronze,dog_breed,german shorthaired pointer,1.44305,2250.0
14754,dog,bronze,dog_breed,german spitz,0.9210949444816763,2250.0
14755,dog,bronze,dog_breed,german wire haired pointer,1.4277589091408378,2250.0
14756,dog,bronze,dog_breed,giant schnauzer,1.2633246542451633,2250.0
14757,dog,bronze,dog_breed,glen of imaal terrier,0.8713925739799442,2250.0
14758,dog,bronze,dog_breed,golden retriever,0.7746653380066352,2250.0
14759,dog,bronze,dog_breed,gordon setter,1.0717050546030684,2250.0
14760,dog,bronze,dog_breed,grand bleu de gascogne,1.1172,2250.0
14761,dog,bronze,dog_breed,great dane,1.82557795,2250.0
14762,dog,bronze,dog_breed,greater swiss mountain dog,1.6716209676032656,2250.0
14763,dog,bronze,dog_breed,greenland dog,1.0811,2250.0
14764,dog,bronze,dog_breed,greyhound,1.5570974999999998,2250.0
14765,dog,bronze,dog_breed,griffon (rough haired),0.901645447275855,2250.0
14766,dog,bronze,dog_breed,griffon bruxellois,0.9191,2250.0
14767,dog,bronze,dog_breed,groenendael (belgium shepherd),1.028625,2250.0
14768,dog,bronze,dog_breed,gundog group,999.0,2250.0
14769,dog,bronze,dog_breed,halden hound,1.0811,2250.0
14770,dog,bronze,dog_breed,hamiltonstovare,1.0644414687185215,2250.0
14771,dog,bronze,dog_breed,harrier,1.0507,2250.0
14772,dog,bronze,dog_breed,havanese,0.7922999999999999,2250.0
14773,dog,bronze,dog_breed,hovawart,1.064,2250.0
14774,dog,bronze,dog_breed,hungarian kuvasz,1.2749,2250.0
14775,dog,bronze,dog_breed,hungarian puli,1.16755,2250.0
14776,dog,bronze,dog_breed,hungarian vizsla,1.178,2250.0
14777,dog,bronze,dog_breed,hungarian wire haired vizsla,1.083,2250.0
14778,dog,bronze,dog_breed,husky,1.107908426463794,2250.0
14779,dog,bronze,dog_breed,ibizan hound,1.0444884536505559,2250.0
14780,dog,bronze,dog_breed,icelandic sheepdog,0.9399,2250.0
14781,dog,bronze,dog_breed,inuit,1.06305,2250.0
14782,dog,bronze,dog_breed,irish red and white setter,1.0647246101255416,2250.0
14783,dog,bronze,dog_breed,irish setter,1.2699150784077202,2250.0
14784,dog,bronze,dog_breed,irish staffordshire bull terrier,999.0,2250.0
14785,dog,bronze,dog_breed,irish terrier,0.9418845540847849,2250.0
14786,dog,bronze,dog_breed,irish water spaniel,1.0335,2250.0
14787,dog,bronze,dog_breed,irish wolfhound,2.0216,2250.0
14788,dog,bronze,dog_breed,italian greyhound,1.4030867989304394,2250.0
14789,dog,bronze,dog_breed,italian spinone,1.15425,2250.0
14790,dog,bronze,dog_breed,jack russell,0.6745950000000001,2250.0
14791,dog,bronze,dog_breed,japanese akita,1.4384409882305815,2250.0
14792,dog,bronze,dog_breed,japanese chin,1.1713025581858891,2250.0
14793,dog,bronze,dog_breed,japanese shiba inu,0.8690370969978108,2250.0
14794,dog,bronze,dog_breed,japanese spaniel,0.85215,2250.0
14795,dog,bronze,dog_breed,japanese spitz,0.8705525714229544,2250.0
14796,dog,bronze,dog_breed,japanese tosa / tosa inus,999.0,2250.0
14797,dog,bronze,dog_breed,keeshond,0.9851247601237694,2250.0
14798,dog,bronze,dog_breed,kelpie,0.9904570624078801,2250.0
14799,dog,bronze,dog_breed,kerry blue terrier,0.9262499999999999,2250.0
14800,dog,bronze,dog_breed,king charles spaniel,1.05314625,2250.0
14801,dog,bronze,dog_breed,komondor,1.70525,2250.0
14802,dog,bronze,dog_breed,kooikerhondje,1.0705500000000001,2250.0
14803,dog,bronze,dog_breed,korean jindo,2.4358,2250.0
14804,dog,bronze,dog_breed,korthals griffon,1.0060499999999999,2250.0
14805,dog,bronze,dog_breed,labradoodle,0.7447464565911055,2250.0
14806,dog,bronze,dog_breed,labrador retriever,0.7447464565911055,2250.0
14807,dog,bronze,dog_breed,lagotto romagnolo,0.95,2250.0
14808,dog,bronze,dog_breed,lakeland terrier,0.8287708364991776,2250.0
14809,dog,bronze,dog_breed,lancashire heeler,0.8065401545790655,2250.0
14810,dog,bronze,dog_breed,landseer,1.6055,2250.0
14811,dog,bronze,dog_breed,leonberger,1.9453582753766274,2250.0
14812,dog,bronze,dog_breed,lhasa apso,0.8237715999999999,2250.0
14813,dog,bronze,dog_breed,lowchen (little lion dog),0.966,2250.0
14814,dog,bronze,dog_breed,lurcher,1.406,2250.0
14815,dog,bronze,dog_breed,maltese,0.862,2250.0
14816,dog,bronze,dog_breed,manchester terrier,0.9257804421921138,2250.0
14817,dog,bronze,dog_breed,maremma sheepdog,1.1038999999999999,2250.0
14818,dog,bronze,dog_breed,mastiff,2.0349,2250.0
14819,dog,bronze,dog_breed,mexican hairless,0.9301499999999999,2250.0
14820,dog,bronze,dog_breed,miniature bull terrier,0.9151349999999999,2250.0
14821,dog,bronze,dog_breed,miniature long haired dachshund,0.8789595378026305,2250.0
14822,dog,bronze,dog_breed,miniature pinscher,0.807223593088387,2250.0
14823,dog,bronze,dog_breed,miniature poodle,0.976,2250.0
14824,dog,bronze,dog_breed,miniature schnauzer,0.6663238413665425,2250.0
14825,dog,bronze,dog_breed,miniature short haired dachshund,0.8588295204158919,2250.0
14826,dog,bronze,dog_breed,miniature wire haired dachshund,0.9416647486181957,2250.0
14827,dog,bronze,dog_breed,munsterlander,0.9946499999999999,2250.0
14828,dog,bronze,dog_breed,munsterlander (large),1.028625,2250.0
14829,dog,bronze,dog_breed,munsterlander (small),0.958425,2250.0
14830,dog,bronze,dog_breed,neapolitan mastiff,1.9712500000000002,2250.0
14831,dog,bronze,dog_breed,newfoundland,1.7935999999999999,2250.0
14832,dog,bronze,dog_breed,norfolk terrier,0.8733828844531654,2250.0
14833,dog,bronze,dog_breed,northern inuit,2.037944246768534,2250.0
14834,dog,bronze,dog_breed,norwegian buhund,0.9632999999999999,2250.0
